User_ID,Friend_ID,Category,Interaction_Type,Duration_Minutes,Mood_Before,Mood_After,Timestamp,Day_of_Week,Previous_Interaction_Gap,Preferred_Time_Slot,Availability_Window,Interaction_Frequency_Score,Social_Preference_Score,Urgency_Score,Best_Time_to_Meet
User_1,Work_9,Work,Email,7,7,8,2024-09-01 09:31:47,Sunday,30,Afternoon,7AM-10AM,0.81,3,3,Afternoon
User_1,Family_8,Family,Text,10,5,7,2025-02-01 18:14:47,Saturday,6,Evening,12PM-3PM,0.52,4,1,Evening
User_1,Family_1,Family,Call,93,1,1,2024-11-09 02:23:47,Saturday,43,Evening,9PM-12AM,0.33,1,4,Evening
User_1,Family_4,Family,Text,3,4,5,2024-11-06 18:20:47,Wednesday,50,Afternoon,7AM-10AM,0.22,2,5,Afternoon
User_1,Friend_2,Friend,Casual Hangout,54,5,6,2024-12-22 23:34:47,Sunday,56,Night,7AM-10AM,0.25,9,5,Night
User_1,Family_9,Family,Video Call,58,1,1,2024-12-19 21:49:47,Thursday,25,Afternoon,7AM-10AM,0.47,1,2,Afternoon
User_1,Family_16,Family,Text,4,5,4,2024-12-17 08:41:47,Tuesday,27,Morning,12PM-3PM,0.21,3,3,Night
User_1,Family_14,Family,Video Call,83,8,7,2025-01-28 18:59:47,Tuesday,45,Night,12PM-3PM,0.32,6,4,Evening
User_1,Work_7,Work,Networking,22,2,1,2025-02-02 00:28:47,Sunday,20,Morning,12PM-3PM,0.73,1,2,Night
User_1,Work_5,Work,Work Meeting,18,5,6,2024-09-20 23:50:47,Friday,60,Night,12PM-3PM,0.61,1,5,Night
User_1,Family_1,Family,Video Call,81,8,10,2024-10-28 08:49:47,Monday,5,Afternoon,7AM-10AM,0.65,10,1,Afternoon
User_1,Work_2,Work,Call,29,9,10,2024-10-28 01:53:47,Monday,2,Night,7AM-10AM,1.0,10,1,Morning
User_1,Friend_16,Friend,Call,45,7,7,2024-12-20 22:54:47,Friday,12,Evening,12PM-3PM,0.68,4,1,Evening
User_1,Work_3,Work,Call,65,5,6,2024-09-02 14:27:47,Monday,56,Afternoon,7AM-10AM,0.46,8,5,Afternoon
User_1,Friend_7,Friend,Call,54,2,1,2025-01-12 20:37:47,Sunday,56,Night,12PM-3PM,0.42,2,5,Night
User_1,Family_11,Family,Video Call,19,6,6,2024-08-28 09:34:47,Wednesday,32,Morning,12PM-3PM,0.6,1,3,Morning
User_1,Work_4,Work,Work Meeting,62,8,10,2025-01-23 04:46:47,Thursday,23,Night,5PM-9PM,0.52,5,2,Night
User_1,Work_9,Work,Work Meeting,83,4,3,2024-10-09 23:23:47,Wednesday,19,Evening,9PM-12AM,0.41,2,2,Night
User_1,Work_14,Work,Email,2,5,6,2024-10-10 02:05:47,Thursday,48,Night,5PM-9PM,0.27,2,5,Night
User_1,Friend_15,Friend,Text,3,8,7,2024-09-22 20:59:47,Sunday,46,Evening,12PM-3PM,0.46,8,5,Evening
User_1,Family_6,Family,Text,6,2,3,2024-10-01 08:08:47,Tuesday,41,Night,5PM-9PM,0.36,6,4,Night
User_1,Work_8,Work,Call,42,9,8,2025-01-25 01:08:47,Saturday,24,Evening,12PM-3PM,0.48,8,2,Evening
User_1,Work_9,Work,Email,4,9,10,2025-01-03 11:53:47,Friday,36,Night,7AM-10AM,0.87,1,4,Afternoon
User_1,Friend_10,Friend,Call,34,7,9,2024-08-27 18:47:47,Tuesday,18,Afternoon,7AM-10AM,0.38,1,2,Afternoon
User_1,Work_8,Work,Networking,77,5,7,2024-11-03 23:56:47,Sunday,51,Evening,12PM-3PM,0.62,6,5,Evening
User_1,Work_13,Work,Work Meeting,84,4,5,2024-09-26 19:33:47,Thursday,34,Morning,5PM-9PM,0.35,5,3,Afternoon
User_1,Work_2,Work,Email,3,9,10,2024-11-03 23:37:47,Sunday,35,Afternoon,7AM-10AM,0.67,10,4,Afternoon
User_1,Family_11,Family,Call,34,1,1,2024-09-15 14:00:47,Sunday,8,Afternoon,7AM-10AM,0.63,2,1,Afternoon
User_1,Work_3,Work,Networking,90,7,9,2025-01-12 21:36:47,Sunday,4,Morning,9PM-12AM,0.41,2,1,Morning
User_1,Family_16,Family,Video Call,40,8,10,2025-02-10 13:04:47,Monday,5,Evening,12PM-3PM,0.29,7,1,Evening
User_1,Work_12,Work,Networking,89,4,6,2025-02-01 08:17:47,Saturday,16,Morning,12PM-3PM,0.73,4,2,Morning
User_1,Family_15,Family,Family Meetup,39,5,5,2025-02-22 09:07:47,Saturday,10,Afternoon,9PM-12AM,0.27,6,1,Afternoon
User_1,Work_7,Work,Work Meeting,38,8,10,2025-02-20 20:20:47,Thursday,33,Morning,5PM-9PM,0.89,3,3,Evening
User_1,Family_12,Family,Video Call,54,2,4,2024-09-20 16:59:47,Friday,34,Night,7AM-10AM,0.97,6,3,Night
User_1,Work_1,Work,Call,81,7,9,2024-11-14 19:56:47,Thursday,39,Afternoon,5PM-9PM,0.33,4,4,Afternoon
User_1,Work_9,Work,Work Meeting,51,4,4,2024-12-23 05:24:47,Monday,46,Afternoon,7AM-10AM,0.24,6,5,Night
User_1,Friend_9,Friend,Gaming Session,109,10,10,2025-01-17 10:13:47,Friday,8,Evening,7AM-10AM,0.64,6,1,Night
User_1,Work_1,Work,Networking,115,2,2,2025-02-07 04:21:47,Friday,32,Evening,9PM-12AM,0.98,8,3,Evening
User_1,Friend_3,Friend,Call,84,10,10,2024-11-21 00:41:47,Thursday,1,Evening,5PM-9PM,0.56,7,1,Evening
User_1,Family_12,Family,Video Call,41,5,5,2024-12-18 17:30:47,Wednesday,36,Night,5PM-9PM,0.44,3,4,Night
User_1,Work_14,Work,Networking,61,5,6,2024-12-02 00:18:47,Monday,43,Morning,12PM-3PM,0.21,6,4,Evening
User_1,Family_4,Family,Call,62,10,9,2024-12-10 03:03:47,Tuesday,15,Morning,5PM-9PM,0.14,3,2,Morning
User_1,Family_7,Family,Text,2,2,4,2024-10-08 09:02:47,Tuesday,37,Night,9PM-12AM,0.29,4,4,Night
User_1,Friend_12,Friend,Call,43,3,5,2025-02-18 10:01:47,Tuesday,1,Night,7AM-10AM,0.89,4,1,Night
User_1,Family_9,Family,Call,18,3,5,2025-01-01 00:38:47,Wednesday,28,Afternoon,5PM-9PM,0.22,9,3,Morning
User_1,Friend_15,Friend,Casual Hangout,78,4,6,2025-01-06 16:59:47,Monday,32,Evening,12PM-3PM,0.86,4,3,Afternoon
User_1,Family_16,Family,Video Call,104,10,10,2024-12-18 12:03:47,Wednesday,47,Morning,5PM-9PM,0.5,6,5,Morning
User_1,Family_16,Family,Call,95,9,8,2024-11-02 23:13:47,Saturday,35,Night,12PM-3PM,0.22,8,4,Night
User_1,Family_16,Family,Video Call,51,1,2,2025-01-28 15:07:47,Tuesday,16,Evening,5PM-9PM,0.87,7,2,Morning
User_1,Family_2,Family,Family Meetup,81,4,5,2025-02-08 14:27:47,Saturday,57,Morning,12PM-3PM,0.45,7,5,Morning
User_1,Friend_7,Friend,Text,5,4,6,2024-09-26 10:49:47,Thursday,56,Evening,5PM-9PM,0.84,9,5,Evening
User_1,Family_8,Family,Call,118,3,2,2025-01-03 15:56:47,Friday,22,Night,12PM-3PM,0.75,4,2,Morning
User_1,Work_6,Work,Call,27,3,2,2024-10-25 01:06:47,Friday,38,Night,5PM-9PM,0.13,6,4,Night
User_1,Family_9,Family,Text,8,9,9,2025-02-05 18:32:47,Wednesday,32,Night,5PM-9PM,0.83,8,3,Night
User_1,Family_3,Family,Video Call,83,2,2,2024-11-04 16:27:47,Monday,48,Morning,5PM-9PM,0.94,6,5,Morning
User_1,Family_5,Family,Family Meetup,8,7,8,2024-10-09 08:48:47,Wednesday,60,Evening,12PM-3PM,0.9,10,5,Afternoon
User_1,Work_1,Work,Work Meeting,111,7,9,2025-01-11 11:45:47,Saturday,33,Night,5PM-9PM,0.56,1,3,Night
User_1,Friend_5,Friend,Gaming Session,72,5,5,2024-09-21 14:42:47,Saturday,44,Afternoon,7AM-10AM,0.28,1,4,Afternoon
User_1,Friend_8,Friend,Text,7,7,9,2024-09-07 16:32:47,Saturday,23,Afternoon,7AM-10AM,0.27,6,2,Afternoon
User_1,Work_1,Work,Call,93,10,10,2024-10-21 20:59:47,Monday,27,Afternoon,5PM-9PM,0.75,5,3,Afternoon
User_1,Work_11,Work,Call,57,8,9,2025-02-11 12:09:47,Tuesday,38,Evening,7AM-10AM,0.86,2,4,Evening
User_1,Family_2,Family,Video Call,11,4,5,2024-10-06 23:50:47,Sunday,58,Evening,12PM-3PM,0.27,10,5,Evening
User_1,Friend_8,Friend,Casual Hangout,117,1,2,2024-12-31 05:29:47,Tuesday,45,Evening,9PM-12AM,0.78,5,4,Evening
User_1,Family_4,Family,Call,102,8,8,2024-12-07 20:00:47,Saturday,25,Afternoon,7AM-10AM,0.48,5,2,Afternoon
User_1,Work_7,Work,Email,5,9,8,2024-11-02 16:17:47,Saturday,53,Night,12PM-3PM,0.2,5,5,Night
User_1,Family_4,Family,Video Call,120,1,3,2024-10-27 08:18:47,Sunday,53,Evening,7AM-10AM,0.67,7,5,Evening
User_1,Work_11,Work,Networking,20,8,9,2024-09-19 19:14:47,Thursday,50,Afternoon,9PM-12AM,0.24,6,5,Afternoon
User_1,Work_6,Work,Work Meeting,41,5,7,2024-09-23 17:40:47,Monday,32,Night,12PM-3PM,0.92,7,3,Evening
User_1,Friend_4,Friend,Gaming Session,16,10,9,2024-12-11 22:26:47,Wednesday,6,Morning,9PM-12AM,0.31,3,1,Evening
User_1,Work_3,Work,Call,74,1,1,2024-09-13 18:02:47,Friday,44,Night,12PM-3PM,0.17,10,4,Morning
User_1,Family_13,Family,Call,53,9,8,2024-09-29 04:02:47,Sunday,49,Morning,9PM-12AM,0.9,4,5,Morning
User_1,Friend_13,Friend,Call,37,5,4,2024-11-24 02:09:47,Sunday,40,Evening,7AM-10AM,0.33,4,4,Evening
User_1,Family_1,Family,Text,10,3,2,2025-02-02 16:53:47,Sunday,45,Evening,5PM-9PM,0.21,1,4,Evening
User_1,Work_1,Work,Email,8,1,2,2025-01-22 16:40:47,Wednesday,17,Morning,9PM-12AM,0.3,7,2,Afternoon
User_1,Family_4,Family,Video Call,78,2,1,2024-10-11 11:17:47,Friday,58,Afternoon,9PM-12AM,0.83,5,5,Afternoon
User_1,Friend_12,Friend,Text,5,4,3,2024-12-18 11:24:47,Wednesday,57,Morning,9PM-12AM,0.79,10,5,Morning
User_1,Work_3,Work,Email,8,1,3,2024-10-03 18:43:47,Thursday,60,Night,5PM-9PM,0.96,5,5,Night
User_1,Work_15,Work,Call,113,7,7,2025-01-26 05:40:47,Sunday,40,Night,7AM-10AM,0.31,2,4,Night
User_1,Work_11,Work,Email,4,1,1,2025-02-15 16:45:47,Saturday,14,Afternoon,9PM-12AM,0.66,10,1,Afternoon
User_1,Family_9,Family,Call,82,3,4,2025-02-12 05:13:47,Wednesday,44,Evening,12PM-3PM,0.83,9,4,Evening
User_1,Friend_15,Friend,Call,14,5,4,2024-11-09 11:39:47,Saturday,10,Afternoon,12PM-3PM,0.42,5,1,Afternoon
User_1,Work_6,Work,Networking,16,3,3,2024-12-29 17:48:47,Sunday,36,Afternoon,5PM-9PM,0.82,6,4,Afternoon
User_1,Friend_3,Friend,Casual Hangout,104,10,10,2024-12-21 18:01:47,Saturday,25,Morning,12PM-3PM,0.75,4,2,Night
User_1,Work_1,Work,Networking,95,5,6,2025-02-20 23:51:47,Thursday,41,Morning,12PM-3PM,0.82,3,4,Evening
User_1,Friend_2,Friend,Call,70,10,9,2024-08-29 06:03:47,Thursday,45,Night,12PM-3PM,0.41,8,4,Night
User_1,Friend_4,Friend,Casual Hangout,18,5,4,2024-10-04 00:45:47,Friday,29,Night,9PM-12AM,0.98,10,3,Night
User_1,Work_11,Work,Work Meeting,38,7,6,2024-11-29 22:42:47,Friday,47,Evening,12PM-3PM,0.76,7,5,Evening
User_1,Work_15,Work,Email,6,7,8,2024-10-20 08:02:47,Sunday,44,Night,9PM-12AM,0.35,8,4,Night
User_1,Friend_11,Friend,Text,10,8,10,2025-01-09 20:44:47,Thursday,7,Afternoon,7AM-10AM,0.45,1,1,Afternoon
User_1,Friend_6,Friend,Gaming Session,32,5,6,2024-12-16 10:45:47,Monday,11,Night,7AM-10AM,0.48,5,1,Night
User_1,Work_9,Work,Work Meeting,98,10,10,2024-12-05 19:02:47,Thursday,13,Afternoon,9PM-12AM,0.34,5,1,Afternoon
User_1,Work_3,Work,Networking,35,2,3,2024-11-21 17:42:47,Thursday,33,Night,7AM-10AM,0.1,3,3,Night
User_1,Family_12,Family,Call,101,9,9,2024-12-31 18:57:47,Tuesday,50,Morning,7AM-10AM,0.2,9,5,Evening
User_1,Family_9,Family,Family Meetup,38,5,6,2024-09-02 05:19:47,Monday,31,Evening,9PM-12AM,0.32,10,3,Afternoon
User_1,Friend_8,Friend,Text,4,3,3,2024-12-06 14:03:47,Friday,37,Morning,5PM-9PM,0.11,7,4,Morning
User_1,Friend_2,Friend,Casual Hangout,80,4,4,2024-11-10 18:02:47,Sunday,44,Afternoon,7AM-10AM,0.16,3,4,Afternoon
User_1,Friend_1,Friend,Gaming Session,13,9,10,2024-11-04 16:29:47,Monday,34,Night,7AM-10AM,0.74,9,3,Night
User_1,Work_3,Work,Networking,95,2,3,2024-09-03 20:10:47,Tuesday,13,Evening,9PM-12AM,0.86,8,1,Evening
User_1,Family_9,Family,Video Call,40,9,8,2024-11-13 01:51:47,Wednesday,54,Evening,7AM-10AM,0.52,7,5,Evening
User_1,Work_11,Work,Work Meeting,58,10,10,2024-12-30 02:11:47,Monday,24,Night,7AM-10AM,0.41,5,2,Evening
User_1,Work_15,Work,Work Meeting,33,8,8,2025-02-15 05:53:47,Saturday,47,Night,7AM-10AM,0.6,4,5,Night
User_1,Work_10,Work,Networking,48,4,6,2024-10-07 04:09:47,Monday,38,Morning,7AM-10AM,0.79,1,4,Afternoon
User_1,Friend_1,Friend,Text,1,10,10,2024-09-16 23:44:47,Monday,17,Night,12PM-3PM,0.74,9,2,Afternoon
User_1,Family_6,Family,Call,77,3,4,2024-10-19 22:29:47,Saturday,18,Morning,7AM-10AM,0.18,10,2,Morning
User_1,Work_12,Work,Email,9,2,1,2024-09-16 13:56:47,Monday,3,Morning,7AM-10AM,0.81,2,1,Morning
User_1,Family_12,Family,Video Call,16,2,3,2024-12-22 02:03:47,Sunday,12,Evening,7AM-10AM,0.59,6,1,Afternoon
User_1,Family_11,Family,Family Meetup,60,8,10,2025-02-09 21:35:47,Sunday,4,Afternoon,5PM-9PM,0.52,4,1,Afternoon
User_1,Friend_15,Friend,Casual Hangout,96,5,7,2025-02-03 22:22:47,Monday,57,Night,9PM-12AM,0.59,6,5,Night
User_1,Friend_8,Friend,Casual Hangout,109,10,10,2024-09-20 06:47:47,Friday,30,Evening,5PM-9PM,0.18,5,3,Night
User_1,Family_14,Family,Family Meetup,57,7,8,2025-02-19 09:40:47,Wednesday,34,Evening,9PM-12AM,0.22,3,3,Evening
User_1,Work_6,Work,Email,9,8,9,2024-12-16 09:56:47,Monday,16,Night,9PM-12AM,0.4,1,2,Afternoon
User_1,Work_3,Work,Call,96,8,9,2025-01-19 04:35:47,Sunday,3,Night,5PM-9PM,0.73,2,1,Night
User_1,Family_3,Family,Family Meetup,96,5,6,2024-11-20 03:04:47,Wednesday,28,Evening,9PM-12AM,0.2,10,3,Evening
User_1,Work_10,Work,Networking,120,5,6,2025-02-12 04:31:47,Wednesday,15,Morning,7AM-10AM,0.55,7,2,Morning
User_1,Friend_2,Friend,Casual Hangout,49,6,6,2024-10-04 11:25:47,Friday,4,Night,5PM-9PM,0.58,6,1,Night
User_1,Family_14,Family,Text,4,7,9,2024-09-13 06:46:47,Friday,50,Evening,12PM-3PM,0.87,4,5,Evening
User_1,Friend_11,Friend,Gaming Session,54,6,7,2024-09-14 19:36:47,Saturday,12,Night,7AM-10AM,0.78,6,1,Night
User_1,Work_10,Work,Networking,112,7,9,2024-12-18 20:35:47,Wednesday,12,Afternoon,9PM-12AM,0.86,1,1,Afternoon
User_1,Family_13,Family,Call,73,5,7,2025-02-02 17:51:47,Sunday,53,Evening,5PM-9PM,0.75,5,5,Night
User_1,Friend_3,Friend,Text,3,6,7,2024-10-18 15:17:47,Friday,17,Night,12PM-3PM,0.34,5,2,Evening
User_1,Family_3,Family,Video Call,38,7,7,2024-12-13 10:15:47,Friday,9,Afternoon,7AM-10AM,0.61,7,1,Morning
User_1,Friend_14,Friend,Text,3,3,4,2024-10-18 19:49:47,Friday,58,Afternoon,12PM-3PM,0.18,7,5,Morning
User_1,Family_8,Family,Call,24,4,5,2024-11-18 02:31:47,Monday,27,Afternoon,9PM-12AM,0.21,9,3,Afternoon
User_1,Work_13,Work,Call,19,10,10,2024-10-31 11:35:47,Thursday,49,Afternoon,12PM-3PM,0.17,7,5,Evening
User_1,Family_11,Family,Call,105,4,4,2024-09-05 08:04:47,Thursday,3,Evening,12PM-3PM,0.92,1,1,Evening
User_1,Friend_4,Friend,Text,10,6,6,2025-01-27 05:14:47,Monday,43,Evening,7AM-10AM,0.13,9,4,Evening
User_1,Friend_13,Friend,Casual Hangout,7,4,3,2025-01-28 11:33:47,Tuesday,18,Evening,7AM-10AM,0.97,4,2,Evening
User_1,Friend_5,Friend,Gaming Session,95,9,8,2024-12-23 11:40:47,Monday,36,Evening,12PM-3PM,0.43,7,4,Evening
User_1,Family_14,Family,Text,10,3,5,2025-01-24 00:02:47,Friday,41,Morning,5PM-9PM,0.57,7,4,Night
User_1,Friend_6,Friend,Gaming Session,25,9,9,2024-12-27 19:40:47,Friday,57,Afternoon,7AM-10AM,0.29,10,5,Afternoon
User_1,Friend_2,Friend,Casual Hangout,90,5,4,2024-10-18 08:35:47,Friday,3,Morning,12PM-3PM,0.59,8,1,Morning
User_1,Work_9,Work,Email,9,4,6,2024-10-29 15:31:47,Tuesday,12,Morning,7AM-10AM,0.38,8,1,Morning
User_1,Friend_16,Friend,Casual Hangout,67,10,10,2024-11-01 08:24:47,Friday,11,Afternoon,5PM-9PM,0.25,1,1,Afternoon
User_1,Work_1,Work,Call,37,4,5,2024-10-13 20:45:47,Sunday,28,Afternoon,12PM-3PM,0.26,2,3,Afternoon
User_1,Work_8,Work,Call,7,10,10,2024-12-01 03:47:47,Sunday,38,Night,12PM-3PM,0.55,6,4,Night
User_1,Family_2,Family,Text,7,6,5,2024-11-12 07:19:47,Tuesday,31,Morning,9PM-12AM,0.81,2,3,Night
User_1,Friend_14,Friend,Text,1,3,5,2024-09-01 09:40:47,Sunday,29,Night,12PM-3PM,0.47,6,3,Night
User_1,Friend_1,Friend,Call,56,5,6,2024-11-23 22:20:47,Saturday,35,Morning,5PM-9PM,0.52,2,4,Morning
User_1,Friend_9,Friend,Call,112,4,5,2025-01-22 07:55:47,Wednesday,17,Afternoon,9PM-12AM,0.74,5,2,Night
User_1,Friend_6,Friend,Casual Hangout,106,3,2,2024-10-14 21:07:47,Monday,34,Night,9PM-12AM,0.74,4,3,Night
User_1,Friend_6,Friend,Casual Hangout,18,5,4,2024-11-15 03:17:47,Friday,53,Morning,7AM-10AM,0.42,7,5,Morning
User_1,Work_6,Work,Call,50,6,6,2024-12-31 02:02:47,Tuesday,38,Afternoon,9PM-12AM,0.47,5,4,Afternoon
User_1,Friend_11,Friend,Gaming Session,65,1,1,2024-11-01 09:26:47,Friday,46,Night,7AM-10AM,0.28,3,5,Night
User_1,Friend_10,Friend,Text,6,3,5,2025-01-06 12:20:47,Monday,2,Afternoon,5PM-9PM,0.74,1,1,Evening
User_1,Family_16,Family,Video Call,112,8,7,2025-01-23 06:18:47,Thursday,58,Night,5PM-9PM,0.5,10,5,Night
User_1,Work_8,Work,Call,61,2,4,2025-01-01 17:12:47,Wednesday,4,Evening,9PM-12AM,0.81,6,1,Night
User_1,Friend_7,Friend,Text,10,2,3,2024-11-08 04:02:47,Friday,28,Night,7AM-10AM,0.2,7,3,Night
User_1,Work_7,Work,Call,24,9,10,2024-12-01 10:16:47,Sunday,10,Night,9PM-12AM,0.64,8,1,Night
User_1,Work_12,Work,Networking,100,1,3,2025-02-19 19:44:47,Wednesday,1,Afternoon,12PM-3PM,0.9,5,1,Afternoon
User_1,Friend_1,Friend,Call,68,5,5,2024-09-13 17:42:47,Friday,26,Morning,9PM-12AM,0.85,1,3,Night
User_1,Friend_9,Friend,Gaming Session,47,8,7,2024-11-10 11:58:47,Sunday,44,Night,5PM-9PM,0.2,7,4,Night
User_1,Work_14,Work,Work Meeting,46,9,8,2024-12-03 13:22:47,Tuesday,12,Night,12PM-3PM,0.23,1,1,Night
User_1,Work_4,Work,Networking,35,5,5,2024-10-28 21:09:47,Monday,27,Evening,9PM-12AM,0.42,8,3,Evening
User_1,Friend_2,Friend,Casual Hangout,62,5,7,2025-01-20 10:00:47,Monday,37,Morning,7AM-10AM,0.24,3,4,Morning
User_1,Family_13,Family,Text,5,3,4,2024-10-31 08:25:47,Thursday,39,Evening,12PM-3PM,0.32,3,4,Afternoon
User_1,Family_7,Family,Text,6,9,10,2025-02-17 12:13:47,Monday,39,Evening,5PM-9PM,0.84,10,4,Morning
User_1,Work_9,Work,Email,1,8,7,2024-12-05 11:31:47,Thursday,12,Morning,9PM-12AM,0.56,10,1,Morning
User_1,Work_1,Work,Networking,113,7,9,2024-12-05 17:27:47,Thursday,35,Morning,5PM-9PM,0.19,9,4,Morning
User_1,Family_10,Family,Text,3,10,9,2024-09-17 06:17:47,Tuesday,48,Night,12PM-3PM,0.52,1,5,Night
User_1,Family_8,Family,Text,8,6,5,2025-01-28 21:29:47,Tuesday,25,Evening,12PM-3PM,0.23,7,2,Morning
User_1,Friend_6,Friend,Casual Hangout,94,5,4,2025-02-19 15:38:47,Wednesday,16,Night,5PM-9PM,0.85,7,2,Night
User_1,Friend_13,Friend,Call,41,8,9,2024-11-11 10:31:47,Monday,5,Morning,9PM-12AM,0.41,3,1,Morning
User_1,Friend_2,Friend,Gaming Session,25,8,10,2024-12-06 23:50:47,Friday,30,Afternoon,7AM-10AM,0.88,5,3,Afternoon
User_1,Family_4,Family,Call,114,4,3,2024-12-28 13:42:47,Saturday,18,Afternoon,12PM-3PM,0.89,5,2,Afternoon
User_1,Friend_7,Friend,Text,6,3,2,2025-01-12 08:08:47,Sunday,13,Night,9PM-12AM,0.11,6,1,Night
User_1,Work_10,Work,Email,1,4,5,2024-09-14 21:45:47,Saturday,56,Night,9PM-12AM,0.32,3,5,Morning
User_1,Family_8,Family,Call,44,6,8,2024-10-10 14:26:47,Thursday,53,Morning,12PM-3PM,0.11,6,5,Morning
User_1,Friend_8,Friend,Call,60,5,5,2025-02-03 09:02:47,Monday,16,Afternoon,9PM-12AM,0.39,7,2,Afternoon
User_1,Family_15,Family,Text,7,7,7,2024-12-26 03:10:47,Thursday,18,Afternoon,5PM-9PM,0.81,2,2,Afternoon
User_1,Work_16,Work,Work Meeting,83,6,6,2025-01-29 17:31:47,Wednesday,46,Morning,5PM-9PM,0.46,9,5,Morning
User_1,Friend_7,Friend,Gaming Session,74,3,3,2024-11-29 02:43:47,Friday,24,Morning,5PM-9PM,0.9,2,2,Morning
User_1,Friend_15,Friend,Text,8,9,10,2024-11-30 20:19:47,Saturday,29,Night,12PM-3PM,0.96,7,3,Night
User_1,Work_12,Work,Email,6,1,2,2025-02-03 09:28:47,Monday,9,Night,5PM-9PM,0.72,5,1,Night
User_1,Family_8,Family,Family Meetup,5,3,5,2024-08-28 01:06:47,Wednesday,20,Afternoon,12PM-3PM,0.23,5,2,Afternoon
User_1,Family_16,Family,Call,7,4,3,2024-11-12 11:13:47,Tuesday,31,Evening,7AM-10AM,0.6,5,3,Evening
User_1,Friend_2,Friend,Gaming Session,81,8,9,2024-11-20 14:56:47,Wednesday,55,Afternoon,12PM-3PM,0.16,10,5,Night
User_1,Friend_15,Friend,Casual Hangout,74,6,5,2024-09-20 14:24:47,Friday,29,Evening,9PM-12AM,0.67,7,3,Evening
User_1,Work_6,Work,Networking,101,8,8,2024-10-11 01:13:47,Friday,30,Morning,9PM-12AM,0.17,6,3,Morning
User_1,Friend_1,Friend,Gaming Session,69,9,10,2025-02-21 02:27:47,Friday,15,Afternoon,9PM-12AM,0.37,8,2,Afternoon
User_1,Friend_13,Friend,Call,47,1,3,2024-11-30 10:42:47,Saturday,31,Morning,7AM-10AM,0.34,4,3,Morning
User_1,Family_13,Family,Video Call,99,3,4,2024-12-29 06:15:47,Sunday,31,Morning,7AM-10AM,0.36,1,3,Morning
User_1,Friend_15,Friend,Call,83,3,5,2025-01-11 22:41:47,Saturday,21,Afternoon,5PM-9PM,0.35,2,2,Afternoon
User_1,Friend_14,Friend,Gaming Session,85,4,3,2025-01-23 03:32:47,Thursday,59,Evening,5PM-9PM,0.12,4,5,Afternoon
User_1,Work_9,Work,Call,47,1,2,2024-11-02 08:08:47,Saturday,13,Evening,5PM-9PM,0.72,2,1,Evening
User_1,Work_5,Work,Call,58,2,4,2025-02-03 11:22:47,Monday,31,Morning,7AM-10AM,0.82,8,3,Evening
User_1,Family_4,Family,Video Call,62,1,1,2024-09-29 02:10:47,Sunday,48,Night,5PM-9PM,0.95,2,5,Night
User_1,Family_13,Family,Family Meetup,102,4,4,2024-10-06 14:37:47,Sunday,25,Morning,9PM-12AM,0.28,10,2,Night
User_1,Family_4,Family,Video Call,62,8,8,2024-10-25 17:39:47,Friday,26,Evening,7AM-10AM,0.25,2,3,Evening
User_1,Family_16,Family,Video Call,92,10,10,2024-11-15 18:18:47,Friday,24,Afternoon,5PM-9PM,0.7,10,2,Night
User_1,Family_14,Family,Text,8,3,2,2024-09-26 03:13:47,Thursday,1,Morning,5PM-9PM,0.83,3,1,Morning
User_1,Work_9,Work,Work Meeting,107,5,6,2025-01-02 18:01:47,Thursday,53,Afternoon,9PM-12AM,0.66,10,5,Afternoon
User_1,Friend_7,Friend,Casual Hangout,13,8,9,2024-10-05 16:10:47,Saturday,49,Morning,9PM-12AM,0.59,5,5,Morning
User_1,Work_15,Work,Call,95,4,6,2025-01-16 03:22:47,Thursday,29,Morning,5PM-9PM,0.45,3,3,Morning
User_1,Friend_10,Friend,Gaming Session,75,6,5,2024-12-27 21:06:47,Friday,17,Evening,9PM-12AM,0.6,4,2,Evening
User_1,Family_3,Family,Text,5,1,1,2024-09-01 23:32:47,Sunday,41,Evening,9PM-12AM,0.92,3,4,Evening
User_1,Work_16,Work,Email,3,6,5,2024-10-03 04:27:47,Thursday,53,Night,12PM-3PM,0.49,9,5,Night
User_1,Friend_13,Friend,Casual Hangout,47,7,8,2024-12-30 07:47:47,Monday,5,Evening,7AM-10AM,0.78,9,1,Evening
User_1,Friend_2,Friend,Text,9,3,2,2025-02-03 13:53:47,Monday,53,Morning,7AM-10AM,0.18,1,5,Morning
User_1,Friend_16,Friend,Text,4,9,10,2024-10-09 23:37:47,Wednesday,39,Morning,5PM-9PM,0.56,6,4,Morning
User_1,Family_13,Family,Call,83,6,7,2025-01-15 18:43:47,Wednesday,35,Morning,5PM-9PM,0.46,10,4,Morning
User_1,Friend_13,Friend,Gaming Session,8,3,4,2024-10-24 03:57:47,Thursday,42,Evening,12PM-3PM,0.88,4,4,Afternoon
User_1,Work_13,Work,Work Meeting,72,9,10,2024-10-31 17:28:47,Thursday,57,Afternoon,7AM-10AM,0.38,9,5,Night
User_1,Family_12,Family,Text,1,1,1,2024-11-04 17:24:47,Monday,13,Evening,12PM-3PM,0.8,8,1,Evening
User_1,Family_10,Family,Text,7,3,5,2024-11-08 13:59:47,Friday,17,Afternoon,7AM-10AM,0.99,6,2,Afternoon
User_1,Work_2,Work,Networking,109,1,2,2024-12-14 06:22:47,Saturday,41,Night,7AM-10AM,0.92,8,4,Afternoon
