user_id,timestamp,event_type,duration,engagement_level,text_data,location,time_of_day
332,2023-10-22 12:27:00,Commute,30,4,Went for a walk,Office,Afternoon
user_342,2023-10-28 00:22:00,Meeting,15,5,Networking event,Office,Morning
318,2023-10-27 05:40:00,Break,45,1,Lunch with colleagues,Home,Morning
user_351,2023-10-11 08:42:00,Exercise,12,5,Casual chat with friends,Home,Morning
249,2023-10-04 11:51:00,Exercise,45,2,Went for a walk,Gym,Morning
user_234,2023-10-26 05:28:00,Commute,20,2,Went for a walk,Office,Morning
685,2023-10-24 15:37:00,Break,45,1,Lunch with colleagues,Outdoor,Afternoon
825,2023-10-30 19:28:00,Break,60,4,Team brainstorming,Home,Evening
988,2023-10-27 09:10:00,Exercise,45,5,Lunch with colleagues,Home,Morning
279,2023-10-20 00:17:00,Commute,45,4,Discuss project,Home,Morning
user_181,2023-10-27 17:03:00,Exercise,12,3,Casual chat with friends,Gym,Afternoon
531,2023-10-07 05:55:00,Break,60,4,Long commute,Outdoor,Morning
user_356,2023-10-01 18:08:00,Exercise,15,2,Team brainstorming,Office,Evening
966,2023-10-08 02:43:00,Exercise,12,1,Solo reading session,Office,Morning
user_333,2023-10-10 10:26:00,Casual Lunch,60,2,Casual chat with friends,Home,Morning
user_347,2023-10-29 00:06:00,Meeting,45,3,Relaxing at home,Home,Morning
user_166,2023-10-16 20:01:00,Social Interaction,60,1,Went for a walk,Office,Evening
user_193,2023-10-14 14:12:00,Casual Lunch,12,4,Lunch with colleagues,Home,Afternoon
790,2023-10-08 18:00:00,Break,30,4,Went for a walk,Office,Evening
user_341,2023-10-23 09:34:00,Casual Lunch,12,3,Client meeting,Home,Morning
428,2023-10-25 11:13:00,Exercise,15,4,Lunch with colleagues,Outdoor,Morning
905,2023-10-23 18:10:00,Exercise,45,1,Long commute,Home,Evening
466,2023-10-06 13:15:00,Social Interaction,30,5,Workout session,Office,Afternoon
824,2023-10-26 18:16:00,Exercise,45,3,Relaxing at home,Outdoor,Evening
934,2023-10-29 06:35:00,Casual Lunch,20,5,Client meeting,Gym,Morning
752,2023-10-05 23:43:00,Break,15,4,Client meeting,Gym,Evening
user_257,2023-10-19 03:54:00,Exercise,20,2,Networking event,Home,Morning
user_232,2023-10-17 16:08:00,Commute,15,1,Lunch with colleagues,Office,Afternoon
778,2023-10-17 11:58:00,Casual Lunch,15,5,Discuss project,Office,Morning
646,2023-10-12 20:37:00,Commute,30,2,Long commute,Outdoor,Evening
user_306,2023-10-25 13:12:00,Commute,15,2,Solo reading session,Outdoor,Afternoon
user_153,2023-10-27 21:47:00,Break,30,4,Discuss project,Outdoor,Evening
user_207,2023-10-07 10:49:00,Social Interaction,30,4,Relaxing at home,Outdoor,Morning
943,2023-10-04 14:04:00,Exercise,60,4,Relaxing at home,Gym,Afternoon
user_454,2023-10-29 01:09:00,Exercise,30,5,Lunch with colleagues,Outdoor,Morning
212,2023-10-18 10:54:00,Exercise,45,1,Client meeting,Home,Morning
351,2023-10-15 23:25:00,Exercise,15,5,Workout session,Home,Evening
user_478,2023-10-30 11:03:00,Casual Lunch,15,1,Solo reading session,Office,Morning
user_377,2023-10-08 09:17:00,Casual Lunch,45,1,Relaxing at home,Outdoor,Morning
user_342,2023-10-18 18:39:00,Casual Lunch,15,4,Discuss project,Gym,Evening
718,2023-10-10 20:38:00,Break,45,2,Discuss project,Home,Evening
user_186,2023-10-06 12:54:00,Meeting,45,2,Discuss project,Office,Afternoon
user_436,2023-10-02 13:02:00,Commute,20,4,Client meeting,Home,Afternoon
145,2023-10-08 13:41:00,Social Interaction,12,2,Team brainstorming,Outdoor,Afternoon
user_284,2023-10-17 11:07:00,Break,20,4,Long commute,Gym,Morning
user_327,2023-10-27 13:32:00,Break,20,3,Workout session,Outdoor,Afternoon
182,2023-10-02 16:32:00,Exercise,45,1,Went for a walk,Outdoor,Afternoon
200,2023-10-07 04:49:00,Exercise,12,4,Relaxing at home,Outdoor,Morning
user_424,2023-10-30 21:28:00,Meeting,12,5,Team brainstorming,Office,Evening
user_333,2023-10-10 07:41:00,Exercise,15,3,Networking event,Outdoor,Morning
835,2023-10-25 21:25:00,Casual Lunch,12,2,Team brainstorming,Home,Evening
user_300,2023-10-28 14:34:00,Casual Lunch,20,4,Networking event,Home,Afternoon
448,2023-10-19 10:02:00,Exercise,60,1,Had a coffee break,Gym,Morning
user_164,2023-10-23 03:27:00,Break,20,3,Had a coffee break,Outdoor,Morning
339,2023-10-10 23:24:00,Commute,12,5,Networking event,Gym,Evening
735,2023-10-12 01:40:00,Meeting,60,2,Relaxing at home,Gym,Morning
49,2023-10-21 21:08:00,Break,20,4,Networking event,Office,Evening
533,2023-10-21 03:36:00,Meeting,15,1,Lunch with colleagues,Home,Morning
502,2023-10-05 23:14:00,Break,20,2,Lunch with colleagues,Home,Evening
user_51,2023-10-02 17:57:00,Break,12,3,Workout session,Gym,Afternoon
399,2023-10-16 03:21:00,Meeting,60,3,Team brainstorming,Office,Morning
701,2023-10-28 00:37:00,Social Interaction,15,2,Discuss project,Office,Morning
user_471,2023-10-01 11:26:00,Exercise,30,1,Had a coffee break,Office,Morning
user_373,2023-10-30 05:29:00,Commute,12,3,Solo reading session,Gym,Morning
user_451,2023-10-22 22:00:00,Social Interaction,20,2,Long commute,Home,Evening
185,2023-10-25 07:37:00,Exercise,60,3,Lunch with colleagues,Outdoor,Morning
user_272,2023-10-18 12:11:00,Commute,12,4,Went for a walk,Outdoor,Afternoon
user_99,2023-10-07 02:51:00,Social Interaction,60,5,Discuss project,Home,Morning
user_159,2023-10-02 14:27:00,Exercise,12,2,Casual chat with friends,Gym,Afternoon
381,2023-10-20 11:18:00,Casual Lunch,45,2,Long commute,Home,Morning
user_76,2023-10-17 23:00:00,Social Interaction,45,1,Casual chat with friends,Gym,Evening
373,2023-10-14 11:07:00,Commute,20,3,Went for a walk,Gym,Morning
user_308,2023-10-13 04:30:00,Break,12,3,Had a coffee break,Office,Morning
user_426,2023-10-06 03:05:00,Commute,45,4,Solo reading session,Gym,Morning
79,2023-10-01 07:42:00,Social Interaction,45,3,Lunch with colleagues,Outdoor,Morning
94,2023-10-19 06:25:00,Meeting,15,3,Client meeting,Office,Morning
141,2023-10-03 12:59:00,Casual Lunch,30,5,Lunch with colleagues,Outdoor,Afternoon
user_314,2023-10-09 17:09:00,Social Interaction,12,4,Had a coffee break,Office,Afternoon
user_198,2023-10-23 07:13:00,Commute,12,4,Team brainstorming,Home,Morning
786,2023-10-11 03:11:00,Commute,20,3,Relaxing at home,Outdoor,Morning
user_419,2023-10-18 12:37:00,Social Interaction,60,5,Discuss project,Outdoor,Afternoon
user_485,2023-10-27 08:56:00,Commute,20,1,Workout session,Outdoor,Morning
848,2023-10-30 10:38:00,Social Interaction,30,1,Solo reading session,Outdoor,Morning
166,2023-10-21 07:07:00,Break,60,5,Client meeting,Office,Morning
968,2023-10-15 14:04:00,Social Interaction,15,4,Relaxing at home,Home,Afternoon
54,2023-10-13 18:24:00,Commute,12,4,Long commute,Office,Evening
526,2023-10-16 21:46:00,Commute,12,1,Went for a walk,Outdoor,Evening
user_261,2023-10-28 18:27:00,Break,30,5,Discuss project,Office,Evening
user_233,2023-10-24 21:39:00,Break,45,3,Went for a walk,Outdoor,Evening
user_268,2023-10-18 06:38:00,Exercise,12,3,Lunch with colleagues,Office,Morning
user_199,2023-10-27 19:33:00,Social Interaction,30,3,Networking event,Office,Evening
user_393,2023-10-10 20:40:00,Meeting,20,3,Lunch with colleagues,Office,Evening
user_90,2023-10-07 06:31:00,Meeting,20,5,Solo reading session,Outdoor,Morning
851,2023-10-02 06:27:00,Break,15,2,Team brainstorming,Home,Morning
user_353,2023-10-06 15:44:00,Casual Lunch,45,2,Networking event,Outdoor,Afternoon
user_165,2023-10-05 07:55:00,Exercise,60,1,Solo reading session,Office,Morning
user_123,2023-10-11 11:28:00,Exercise,20,3,Solo reading session,Home,Morning
user_93,2023-10-21 02:47:00,Casual Lunch,60,5,Discuss project,Outdoor,Morning
user_49,2023-10-02 13:46:00,Break,30,5,Networking event,Home,Afternoon
268,2023-10-13 21:13:00,Social Interaction,30,3,Solo reading session,Office,Evening
288,2023-10-25 06:40:00,Casual Lunch,12,5,Team brainstorming,Home,Morning
user_2,2023-10-29 17:12:00,Social Interaction,30,5,Networking event,Office,Afternoon
user_310,2023-10-07 22:12:00,Social Interaction,12,2,Long commute,Outdoor,Evening
239,2023-10-08 23:41:00,Break,20,3,Solo reading session,Office,Evening
266,2023-10-30 04:13:00,Meeting,30,5,Discuss project,Office,Morning
user_93,2023-10-19 14:25:00,Casual Lunch,60,3,Relaxing at home,Outdoor,Afternoon
user_472,2023-10-11 00:47:00,Casual Lunch,20,5,Discuss project,Gym,Morning
102,2023-10-23 09:20:00,Exercise,45,3,Discuss project,Gym,Morning
user_427,2023-10-22 09:21:00,Meeting,12,3,Discuss project,Outdoor,Morning
user_44,2023-10-21 14:58:00,Exercise,20,3,Relaxing at home,Gym,Afternoon
784,2023-10-25 05:42:00,Exercise,12,1,Lunch with colleagues,Office,Morning
353,2023-10-14 20:50:00,Exercise,60,1,Went for a walk,Office,Evening
user_70,2023-10-11 11:56:00,Casual Lunch,60,2,Went for a walk,Home,Morning
204,2023-10-22 13:32:00,Break,30,2,Discuss project,Home,Afternoon
user_102,2023-10-04 15:20:00,Commute,45,2,Discuss project,Home,Afternoon
user_404,2023-10-11 15:47:00,Exercise,15,1,Discuss project,Outdoor,Afternoon
114,2023-10-26 22:02:00,Exercise,45,3,Client meeting,Office,Evening
398,2023-10-22 01:45:00,Casual Lunch,60,3,Long commute,Home,Morning
200,2023-10-07 13:44:00,Commute,12,3,Went for a walk,Gym,Afternoon
user_42,2023-10-09 04:21:00,Exercise,30,5,Went for a walk,Gym,Morning
294,2023-10-17 05:01:00,Social Interaction,30,3,Went for a walk,Home,Morning
user_79,2023-10-27 03:28:00,Commute,20,2,Workout session,Outdoor,Morning
989,2023-10-11 03:02:00,Commute,60,3,Long commute,Gym,Morning
546,2023-10-21 10:59:00,Social Interaction,20,5,Lunch with colleagues,Home,Morning
426,2023-10-21 03:27:00,Exercise,20,2,Went for a walk,Outdoor,Morning
user_248,2023-10-06 12:52:00,Commute,20,4,Networking event,Office,Afternoon
user_60,2023-10-11 03:38:00,Casual Lunch,45,3,Networking event,Home,Morning
1000,2023-10-02 08:50:00,Break,60,4,Team brainstorming,Office,Morning
user_120,2023-10-05 06:02:00,Commute,15,1,Lunch with colleagues,Office,Morning
user_470,2023-10-13 16:39:00,Break,60,1,Had a coffee break,Office,Afternoon
user_94,2023-10-29 07:53:00,Casual Lunch,60,3,Casual chat with friends,Home,Morning
user_335,2023-10-04 13:52:00,Exercise,15,1,Casual chat with friends,Office,Afternoon
user_399,2023-10-04 08:25:00,Exercise,15,1,Lunch with colleagues,Home,Morning
user_229,2023-10-20 08:15:00,Casual Lunch,20,1,Relaxing at home,Outdoor,Morning
user_123,2023-10-06 21:39:00,Casual Lunch,60,4,Casual chat with friends,Outdoor,Evening
119,2023-10-19 20:02:00,Break,30,2,Lunch with colleagues,Office,Evening
user_315,2023-10-31 02:51:00,Break,30,3,Went for a walk,Gym,Morning
user_282,2023-10-19 10:53:00,Commute,20,2,Solo reading session,Office,Morning
405,2023-10-13 13:09:00,Meeting,60,1,Workout session,Outdoor,Afternoon
user_373,2023-10-10 20:20:00,Social Interaction,60,3,Long commute,Office,Evening
user_154,2023-10-18 20:47:00,Social Interaction,20,2,Solo reading session,Home,Evening
user_58,2023-10-03 03:18:00,Break,45,4,Solo reading session,Home,Morning
845,2023-10-20 17:47:00,Exercise,60,4,Casual chat with friends,Office,Afternoon
822,2023-10-16 13:59:00,Social Interaction,30,1,Casual chat with friends,Home,Afternoon
309,2023-10-27 05:34:00,Social Interaction,30,2,Discuss project,Outdoor,Morning
user_395,2023-10-13 17:02:00,Casual Lunch,60,2,Workout session,Office,Afternoon
user_165,2023-10-25 00:19:00,Meeting,15,1,Relaxing at home,Office,Morning
user_168,2023-10-06 20:17:00,Meeting,30,1,Casual chat with friends,Outdoor,Evening
364,2023-10-23 18:00:00,Exercise,15,2,Went for a walk,Office,Evening
user_43,2023-10-03 11:24:00,Meeting,45,1,Long commute,Office,Morning
user_480,2023-10-26 20:33:00,Casual Lunch,15,5,Solo reading session,Home,Evening
437,2023-10-07 05:28:00,Casual Lunch,20,3,Client meeting,Gym,Morning
822,2023-10-12 01:19:00,Commute,30,4,Discuss project,Home,Morning
user_285,2023-10-01 19:55:00,Exercise,60,2,Workout session,Gym,Evening
user_31,2023-10-28 18:44:00,Break,15,3,Went for a walk,Gym,Evening
user_115,2023-10-07 16:18:00,Casual Lunch,12,2,Team brainstorming,Gym,Afternoon
10,2023-10-30 20:01:00,Social Interaction,30,2,Long commute,Gym,Evening
439,2023-10-02 20:32:00,Meeting,12,3,Lunch with colleagues,Office,Evening
175,2023-10-30 23:27:00,Social Interaction,20,4,Long commute,Home,Evening
user_230,2023-10-08 21:25:00,Commute,15,3,Team brainstorming,Gym,Evening
user_210,2023-10-24 05:25:00,Meeting,20,4,Had a coffee break,Office,Morning
564,2023-10-08 14:51:00,Social Interaction,30,3,Discuss project,Gym,Afternoon
46,2023-10-07 02:19:00,Social Interaction,30,3,Networking event,Gym,Morning
188,2023-10-05 19:17:00,Social Interaction,12,4,Had a coffee break,Home,Evening
658,2023-10-08 05:35:00,Break,45,2,Solo reading session,Home,Morning
user_229,2023-10-05 02:44:00,Social Interaction,30,3,Workout session,Office,Morning
user_265,2023-10-18 19:21:00,Commute,60,2,Went for a walk,Gym,Evening
user_230,2023-10-17 01:15:00,Break,12,3,Workout session,Outdoor,Morning
user_187,2023-10-01 15:34:00,Meeting,30,2,Went for a walk,Outdoor,Afternoon
user_90,2023-10-24 17:01:00,Meeting,60,5,Team brainstorming,Office,Afternoon
user_272,2023-10-12 19:34:00,Meeting,60,4,Had a coffee break,Home,Evening
234,2023-10-06 10:01:00,Casual Lunch,60,3,Relaxing at home,Outdoor,Morning
user_16,2023-10-29 16:46:00,Commute,15,3,Casual chat with friends,Office,Afternoon
289,2023-10-29 12:00:00,Casual Lunch,45,1,Discuss project,Office,Afternoon
369,2023-10-18 15:45:00,Exercise,15,3,Discuss project,Gym,Afternoon
940,2023-10-02 13:00:00,Exercise,30,5,Relaxing at home,Home,Afternoon
user_91,2023-10-16 00:47:00,Casual Lunch,45,4,Client meeting,Outdoor,Morning
8,2023-10-02 09:55:00,Break,15,4,Networking event,Office,Morning
980,2023-10-21 01:13:00,Meeting,15,4,Had a coffee break,Outdoor,Morning
user_252,2023-10-13 19:10:00,Exercise,60,5,Team brainstorming,Home,Evening
user_115,2023-10-16 19:56:00,Meeting,45,3,Had a coffee break,Gym,Evening
301,2023-10-08 07:17:00,Social Interaction,20,5,Client meeting,Office,Morning
user_74,2023-10-12 11:59:00,Meeting,20,1,Workout session,Office,Morning
1000,2023-10-09 21:46:00,Meeting,60,2,Relaxing at home,Home,Evening
433,2023-10-09 08:33:00,Meeting,60,2,Discuss project,Outdoor,Morning
990,2023-10-01 13:27:00,Casual Lunch,45,5,Client meeting,Outdoor,Afternoon
user_364,2023-10-24 03:38:00,Break,30,5,Solo reading session,Outdoor,Morning
710,2023-10-10 04:40:00,Casual Lunch,20,4,Client meeting,Home,Morning
user_357,2023-10-02 15:34:00,Meeting,60,1,Discuss project,Gym,Afternoon
429,2023-10-07 00:09:00,Commute,15,1,Casual chat with friends,Gym,Morning
653,2023-10-28 11:33:00,Meeting,60,2,Client meeting,Gym,Morning
user_328,2023-10-28 05:52:00,Commute,12,4,Solo reading session,Outdoor,Morning
user_182,2023-10-28 08:23:00,Exercise,45,3,Discuss project,Home,Morning
user_269,2023-10-10 06:21:00,Casual Lunch,30,1,Discuss project,Home,Morning
user_174,2023-10-27 10:32:00,Social Interaction,20,2,Lunch with colleagues,Office,Morning
424,2023-10-21 18:26:00,Break,20,3,Relaxing at home,Outdoor,Evening
756,2023-10-18 21:55:00,Commute,15,1,Solo reading session,Home,Evening
user_57,2023-10-14 16:55:00,Exercise,30,5,Long commute,Home,Afternoon
user_403,2023-10-13 09:01:00,Break,45,1,Relaxing at home,Office,Morning
user_145,2023-10-27 02:03:00,Casual Lunch,45,5,Workout session,Gym,Morning
user_141,2023-10-11 16:29:00,Meeting,45,1,Client meeting,Outdoor,Afternoon
763,2023-10-18 12:48:00,Social Interaction,15,2,Discuss project,Outdoor,Afternoon
883,2023-10-25 10:51:00,Commute,20,1,Networking event,Home,Morning
521,2023-10-29 03:32:00,Commute,60,2,Long commute,Office,Morning
user_95,2023-10-14 02:16:00,Exercise,15,1,Relaxing at home,Gym,Morning
424,2023-10-20 10:47:00,Meeting,45,2,Workout session,Gym,Morning
user_201,2023-10-13 00:46:00,Break,45,3,Relaxing at home,Home,Morning
user_473,2023-10-11 20:48:00,Social Interaction,15,4,Solo reading session,Gym,Evening
664,2023-10-08 04:40:00,Meeting,30,2,Casual chat with friends,Home,Morning
772,2023-10-23 09:28:00,Exercise,45,4,Networking event,Gym,Morning
user_187,2023-10-01 13:32:00,Casual Lunch,60,5,Lunch with colleagues,Office,Afternoon
user_431,2023-10-01 22:39:00,Exercise,20,2,Had a coffee break,Office,Evening
user_89,2023-10-22 18:52:00,Exercise,45,2,Networking event,Outdoor,Evening
676,2023-10-25 18:49:00,Meeting,15,3,Casual chat with friends,Office,Evening
813,2023-10-02 02:23:00,Casual Lunch,60,3,Client meeting,Office,Morning
user_178,2023-10-04 23:17:00,Commute,15,3,Had a coffee break,Outdoor,Evening
user_155,2023-10-13 12:44:00,Break,45,2,Client meeting,Office,Afternoon
318,2023-10-22 17:51:00,Social Interaction,60,1,Team brainstorming,Gym,Afternoon
user_190,2023-10-26 19:42:00,Casual Lunch,20,2,Client meeting,Home,Evening
user_455,2023-10-24 03:31:00,Commute,12,2,Client meeting,Outdoor,Morning
user_89,2023-10-24 09:43:00,Meeting,30,1,Went for a walk,Home,Morning
user_439,2023-10-22 15:06:00,Casual Lunch,15,5,Went for a walk,Gym,Afternoon
user_385,2023-10-22 18:04:00,Commute,12,1,Relaxing at home,Outdoor,Evening
user_28,2023-10-19 20:20:00,Meeting,20,4,Networking event,Gym,Evening
496,2023-10-14 03:17:00,Commute,15,5,Went for a walk,Home,Morning
761,2023-10-30 16:27:00,Meeting,15,1,Client meeting,Gym,Afternoon
user_368,2023-10-06 06:50:00,Exercise,15,5,Discuss project,Outdoor,Morning
875,2023-10-04 12:57:00,Social Interaction,20,1,Long commute,Gym,Afternoon
10,2023-10-17 22:27:00,Commute,30,5,Casual chat with friends,Home,Evening
user_479,2023-10-02 04:58:00,Meeting,30,3,Team brainstorming,Office,Morning
user_438,2023-10-11 03:08:00,Social Interaction,12,1,Client meeting,Office,Morning
171,2023-10-15 15:01:00,Casual Lunch,60,2,Went for a walk,Outdoor,Afternoon
962,2023-10-08 16:02:00,Social Interaction,12,5,Discuss project,Office,Afternoon
user_59,2023-10-02 03:18:00,Exercise,15,1,Client meeting,Outdoor,Morning
113,2023-10-07 16:29:00,Social Interaction,30,3,Solo reading session,Gym,Afternoon
165,2023-10-25 03:31:00,Casual Lunch,20,5,Team brainstorming,Home,Morning
132,2023-10-11 04:09:00,Commute,30,1,Went for a walk,Home,Morning
418,2023-10-08 01:45:00,Casual Lunch,45,5,Team brainstorming,Outdoor,Morning
646,2023-10-08 05:59:00,Break,30,3,Went for a walk,Office,Morning
584,2023-10-22 05:21:00,Exercise,45,4,Relaxing at home,Office,Morning
597,2023-10-27 22:25:00,Meeting,20,4,Networking event,Outdoor,Evening
474,2023-10-07 14:28:00,Casual Lunch,30,4,Had a coffee break,Gym,Afternoon
595,2023-10-10 00:41:00,Commute,30,1,Went for a walk,Office,Morning
426,2023-10-10 01:38:00,Casual Lunch,60,4,Solo reading session,Outdoor,Morning
18,2023-10-15 08:16:00,Commute,30,5,Discuss project,Home,Morning
user_327,2023-10-25 20:18:00,Meeting,60,2,Went for a walk,Outdoor,Evening
user_355,2023-10-19 15:50:00,Meeting,15,1,Long commute,Office,Afternoon
user_118,2023-10-16 03:24:00,Meeting,20,2,Workout session,Home,Morning
426,2023-10-09 12:18:00,Casual Lunch,20,1,Team brainstorming,Outdoor,Afternoon
user_161,2023-10-07 18:47:00,Exercise,60,5,Casual chat with friends,Home,Evening
user_224,2023-10-04 07:18:00,Commute,12,2,Lunch with colleagues,Office,Morning
user_180,2023-10-05 23:16:00,Break,45,5,Workout session,Gym,Evening
user_224,2023-10-11 09:49:00,Commute,15,5,Lunch with colleagues,Home,Morning
user_328,2023-10-19 00:23:00,Break,30,5,Casual chat with friends,Home,Morning
user_167,2023-10-28 09:08:00,Commute,30,5,Client meeting,Gym,Morning
608,2023-10-15 19:13:00,Break,12,4,Team brainstorming,Home,Evening
user_143,2023-10-30 10:07:00,Meeting,30,1,Lunch with colleagues,Outdoor,Morning
user_147,2023-10-05 22:08:00,Exercise,20,2,Went for a walk,Office,Evening
user_64,2023-10-08 05:36:00,Exercise,30,2,Long commute,Gym,Morning
913,2023-10-21 20:30:00,Break,15,3,Client meeting,Office,Evening
user_47,2023-10-08 09:51:00,Exercise,45,3,Had a coffee break,Home,Morning
926,2023-10-23 10:31:00,Break,30,2,Client meeting,Home,Morning
485,2023-10-14 23:41:00,Social Interaction,20,1,Went for a walk,Home,Evening
user_178,2023-10-01 15:41:00,Exercise,15,4,Had a coffee break,Home,Afternoon
user_257,2023-10-03 03:36:00,Break,15,3,Client meeting,Outdoor,Morning
201,2023-10-09 13:31:00,Meeting,15,3,Workout session,Home,Afternoon
174,2023-10-29 05:05:00,Casual Lunch,30,3,Workout session,Home,Morning
user_377,2023-10-01 15:49:00,Casual Lunch,30,4,Workout session,Home,Afternoon
147,2023-10-19 10:05:00,Casual Lunch,15,3,Long commute,Outdoor,Morning
user_179,2023-10-25 10:36:00,Break,30,5,Client meeting,Outdoor,Morning
205,2023-10-15 13:27:00,Meeting,12,4,Solo reading session,Gym,Afternoon
user_150,2023-10-06 00:36:00,Exercise,20,2,Casual chat with friends,Home,Morning
user_367,2023-10-14 14:48:00,Meeting,15,4,Went for a walk,Home,Afternoon
user_27,2023-10-14 13:24:00,Break,15,1,Workout session,Outdoor,Afternoon
980,2023-10-28 19:04:00,Break,12,5,Casual chat with friends,Outdoor,Evening
user_346,2023-10-19 14:06:00,Casual Lunch,12,2,Networking event,Home,Afternoon
user_437,2023-10-29 00:20:00,Casual Lunch,12,1,Went for a walk,Home,Morning
58,2023-10-05 17:34:00,Exercise,15,2,Went for a walk,Office,Afternoon
594,2023-10-14 01:01:00,Meeting,20,1,Lunch with colleagues,Gym,Morning
322,2023-10-16 02:06:00,Commute,15,2,Networking event,Outdoor,Morning
781,2023-10-16 06:25:00,Exercise,12,1,Relaxing at home,Office,Morning
user_181,2023-10-16 00:55:00,Casual Lunch,12,5,Long commute,Home,Morning
487,2023-10-15 13:54:00,Break,15,5,Had a coffee break,Gym,Afternoon
user_496,2023-10-08 21:52:00,Break,12,4,Client meeting,Gym,Evening
user_82,2023-10-04 09:17:00,Meeting,45,2,Casual chat with friends,Office,Morning
476,2023-10-16 12:08:00,Break,15,3,Lunch with colleagues,Outdoor,Afternoon
64,2023-10-29 00:49:00,Meeting,12,1,Workout session,Office,Morning
user_216,2023-10-08 11:04:00,Meeting,60,1,Networking event,Home,Morning
user_206,2023-10-30 10:36:00,Social Interaction,15,5,Had a coffee break,Office,Morning
427,2023-10-26 01:51:00,Social Interaction,12,2,Client meeting,Gym,Morning
620,2023-10-19 03:23:00,Social Interaction,20,3,Relaxing at home,Home,Morning
358,2023-10-14 11:48:00,Break,15,2,Lunch with colleagues,Gym,Morning
user_307,2023-10-27 22:31:00,Meeting,20,5,Networking event,Outdoor,Evening
440,2023-10-09 10:30:00,Casual Lunch,15,5,Discuss project,Outdoor,Morning
89,2023-10-25 10:02:00,Commute,15,2,Long commute,Office,Morning
555,2023-10-24 23:38:00,Social Interaction,30,1,Lunch with colleagues,Office,Evening
114,2023-10-19 22:50:00,Casual Lunch,45,2,Went for a walk,Gym,Evening
user_1,2023-10-08 10:22:00,Meeting,45,5,Had a coffee break,Outdoor,Morning
user_277,2023-10-25 13:37:00,Exercise,30,4,Client meeting,Office,Afternoon
user_350,2023-10-28 06:36:00,Break,15,3,Solo reading session,Office,Morning
user_265,2023-10-18 08:03:00,Social Interaction,12,2,Casual chat with friends,Outdoor,Morning
607,2023-10-26 00:15:00,Break,45,1,Lunch with colleagues,Office,Morning
951,2023-10-19 11:19:00,Social Interaction,60,1,Networking event,Office,Morning
user_438,2023-10-05 16:57:00,Social Interaction,30,1,Solo reading session,Outdoor,Afternoon
771,2023-10-24 09:50:00,Exercise,45,2,Lunch with colleagues,Outdoor,Morning
913,2023-10-14 00:14:00,Meeting,45,4,Team brainstorming,Office,Morning
user_389,2023-10-05 19:19:00,Exercise,15,3,Casual chat with friends,Gym,Evening
948,2023-10-04 01:09:00,Casual Lunch,45,5,Went for a walk,Gym,Morning
683,2023-10-24 01:06:00,Exercise,12,1,Networking event,Home,Morning
user_429,2023-10-09 13:13:00,Commute,60,5,Networking event,Outdoor,Afternoon
378,2023-10-27 10:58:00,Exercise,12,1,Discuss project,Gym,Morning
user_146,2023-10-27 01:01:00,Commute,45,5,Casual chat with friends,Office,Morning
user_277,2023-10-21 10:39:00,Social Interaction,15,2,Client meeting,Office,Morning
user_475,2023-10-01 13:42:00,Social Interaction,15,5,Workout session,Gym,Afternoon
user_352,2023-10-29 17:18:00,Commute,15,4,Relaxing at home,Office,Afternoon
844,2023-10-01 23:05:00,Meeting,20,4,Relaxing at home,Outdoor,Evening
user_28,2023-10-06 09:44:00,Break,45,5,Solo reading session,Home,Morning
user_65,2023-10-14 20:02:00,Meeting,20,3,Casual chat with friends,Office,Evening
948,2023-10-18 19:55:00,Exercise,60,2,Went for a walk,Gym,Evening
227,2023-10-07 14:54:00,Social Interaction,60,4,Networking event,Home,Afternoon
729,2023-10-02 00:48:00,Break,15,2,Relaxing at home,Office,Morning
754,2023-10-11 10:39:00,Social Interaction,60,1,Relaxing at home,Office,Morning
user_28,2023-10-05 13:02:00,Meeting,20,3,Went for a walk,Home,Afternoon
user_283,2023-10-18 02:28:00,Commute,20,3,Networking event,Home,Morning
user_70,2023-10-18 09:50:00,Break,60,5,Client meeting,Home,Morning
user_236,2023-10-16 05:17:00,Exercise,20,3,Casual chat with friends,Office,Morning
888,2023-10-04 13:07:00,Social Interaction,30,4,Team brainstorming,Gym,Afternoon
user_243,2023-10-16 00:58:00,Meeting,20,4,Lunch with colleagues,Outdoor,Morning
277,2023-10-30 22:32:00,Meeting,20,2,Client meeting,Gym,Evening
user_291,2023-10-04 12:23:00,Exercise,12,3,Client meeting,Outdoor,Afternoon
450,2023-10-22 04:50:00,Commute,20,5,Discuss project,Gym,Morning
user_276,2023-10-27 06:35:00,Exercise,20,1,Went for a walk,Home,Morning
89,2023-10-13 12:39:00,Break,60,3,Discuss project,Gym,Afternoon
user_348,2023-10-07 20:02:00,Social Interaction,30,4,Solo reading session,Home,Evening
110,2023-10-01 23:36:00,Casual Lunch,45,3,Casual chat with friends,Office,Evening
230,2023-10-03 18:07:00,Exercise,60,1,Workout session,Home,Evening
user_104,2023-10-25 21:14:00,Break,30,1,Solo reading session,Gym,Evening
user_219,2023-10-01 07:14:00,Meeting,60,5,Team brainstorming,Office,Morning
20,2023-10-24 06:50:00,Social Interaction,15,1,Casual chat with friends,Outdoor,Morning
user_336,2023-10-07 16:26:00,Social Interaction,20,2,Lunch with colleagues,Home,Afternoon
user_367,2023-10-26 04:24:00,Break,60,3,Went for a walk,Office,Morning
user_163,2023-10-28 02:24:00,Meeting,12,5,Discuss project,Home,Morning
